"","MM1","MM2","MM3","MM4","Class"
"3346",59,79,93,75,FALSE
"3347",55,79,96,75,FALSE
"3348",51,83,100,83,FALSE
"3349",51,79,96,79,FALSE
"3350",55,79,93,75,FALSE
"3351",51,75,93,75,FALSE
"3352",55,87,100,83,FALSE
"3353",67,107,118,96,FALSE
"3354",71,107,118,96,FALSE
"3355",67,107,118,96,FALSE
"3356",67,107,118,92,FALSE
"3357",67,107,118,96,FALSE
"3358",67,107,123,96,FALSE
"3359",67,111,123,96,FALSE
"3360",67,111,118,100,FALSE
"3361",71,111,123,96,FALSE
"3362",71,111,118,100,FALSE
"3363",71,111,123,100,FALSE
"3364",63,67,69,55,FALSE
"3365",66,71,73,55,FALSE
"3366",66,71,69,55,FALSE
"3367",66,71,73,55,FALSE
"3368",66,71,76,55,FALSE
"3369",63,71,73,59,FALSE
"3370",63,67,69,55,FALSE
"3371",63,75,76,59,FALSE
"3372",66,75,76,63,FALSE
"3373",70,79,80,63,FALSE
"3374",78,91,92,78,FALSE
"3375",82,100,108,85,FALSE
"3376",86,104,108,89,FALSE
"3377",78,91,96,78,FALSE
"3378",66,71,84,78,FALSE
"3379",70,75,92,78,FALSE
"3380",74,87,92,78,FALSE
"3381",74,83,88,78,FALSE
"3382",86,104,112,92,FALSE
"3383",78,104,104,92,FALSE
"3384",63,87,100,81,FALSE
"3385",63,87,104,85,FALSE
"3386",56,91,108,89,FALSE
"3387",56,87,104,85,FALSE
"3388",52,67,84,78,FALSE
"3389",52,71,84,78,FALSE
"3390",49,75,88,78,FALSE
"3391",56,83,104,85,FALSE
"3392",59,91,104,85,FALSE
"3393",56,79,96,78,FALSE
"3394",52,79,96,78,FALSE
"3395",52,79,100,78,FALSE
"3396",56,83,96,85,FALSE
"3397",56,83,108,85,FALSE
"3398",52,83,100,81,FALSE
"3399",59,87,108,85,FALSE
"3400",63,96,112,92,FALSE
"3401",66,100,112,92,FALSE
"3402",66,96,112,92,FALSE
"3403",66,109,122,92,FALSE
"3404",70,109,122,96,FALSE
"3405",66,109,122,96,FALSE
"3406",63,104,108,89,FALSE
"3407",63,96,112,85,FALSE
"3408",63,109,122,96,FALSE
"3409",66,113,127,100,FALSE
"3410",66,109,122,96,FALSE
"3411",66,109,122,96,FALSE
"3412",70,113,117,100,FALSE
"3413",70,109,122,100,FALSE
"3414",70,113,122,100,FALSE
"3415",63,66,68,53,FALSE
"3416",63,66,68,57,FALSE
"3417",67,73,68,57,FALSE
"3418",67,73,72,57,FALSE
"3419",63,70,72,57,FALSE
"3420",63,73,72,60,FALSE
"3421",67,77,82,64,FALSE
"3422",71,81,75,68,FALSE
"3423",75,88,90,72,FALSE
"3424",83,99,101,83,FALSE
"3425",87,99,105,83,FALSE
"3426",87,99,110,86,FALSE
"3427",63,66,79,72,FALSE
"3428",71,77,86,72,FALSE
"3429",67,73,90,68,FALSE
"3430",71,73,86,68,FALSE
"3431",71,77,90,72,FALSE
"3432",75,91,101,83,FALSE
"3433",87,103,114,90,FALSE
"3434",87,112,114,94,FALSE
"3435",71,103,114,94,FALSE
"3436",63,95,105,86,FALSE
"3437",56,81,90,79,FALSE
"3438",52,77,90,75,FALSE
"3439",52,84,105,86,FALSE
"3440",49,73,86,79,FALSE
"3441",52,70,90,75,FALSE
"3442",52,70,90,75,FALSE
"3443",52,73,90,75,FALSE
"3444",56,81,97,79,FALSE
"3445",52,73,93,79,FALSE
"3446",56,70,82,72,FALSE
"3447",56,84,97,79,FALSE
"3448",59,91,101,86,FALSE
"3449",59,91,101,86,FALSE
"3450",56,88,101,83,FALSE
"3451",56,84,97,83,FALSE
"3452",52,81,93,79,FALSE
"3453",49,73,90,75,FALSE
"3454",56,81,93,83,FALSE
"3455",56,88,105,83,FALSE
"3456",56,84,93,83,FALSE
"3457",56,84,97,79,FALSE
"3458",59,88,101,86,FALSE
"3459",59,95,105,90,FALSE
"3460",63,95,101,86,FALSE
"3461",67,108,114,98,FALSE
"3462",75,108,114,98,FALSE
"3463",67,99,110,86,FALSE
"3464",67,99,114,86,FALSE
"3465",63,108,124,98,FALSE
"3466",67,103,124,94,FALSE
"3467",67,108,124,94,FALSE
"3468",67,112,124,98,FALSE
"3469",67,108,114,94,FALSE
"3470",67,103,119,90,FALSE
"3471",67,88,101,86,FALSE
"3472",63,71,74,55,FALSE
"3473",67,75,78,62,FALSE
"3474",85,102,114,83,FALSE
"3475",85,102,110,87,FALSE
"3476",85,106,110,87,FALSE
"3477",89,102,105,87,FALSE
"3478",89,106,114,94,FALSE
"3479",93,111,114,94,FALSE
"3480",85,102,105,83,FALSE
"3481",74,79,93,73,FALSE
"3482",63,63,82,69,FALSE
"3483",70,75,89,73,FALSE
"3484",67,71,89,73,FALSE
"3485",78,88,97,83,FALSE
"3486",89,106,114,94,FALSE
"3487",85,106,114,94,FALSE
"3488",78,102,119,90,FALSE
"3489",57,84,101,80,FALSE
"3490",50,79,101,76,FALSE
"3491",50,75,97,76,FALSE
"3492",50,71,93,76,FALSE
"3493",47,67,89,73,FALSE
"3494",47,71,85,73,FALSE
"3495",50,67,85,76,FALSE
"3496",50,71,89,76,FALSE
"3497",50,75,89,80,FALSE
"3498",53,84,97,80,FALSE
"3499",57,75,82,73,FALSE
"3500",53,71,78,73,FALSE
"3501",53,71,82,73,FALSE
"3502",53,75,89,76,FALSE
"3503",50,79,97,80,FALSE
"3504",53,84,97,83,FALSE
"3505",53,88,105,83,FALSE
"3506",53,84,101,80,FALSE
"3507",50,84,93,76,FALSE
"3508",53,88,97,80,FALSE
"3509",57,88,105,87,FALSE
"3510",60,88,105,87,FALSE
"3511",57,92,101,87,FALSE
"3512",60,92,105,87,FALSE
"3513",60,97,101,83,FALSE
"3514",63,111,119,97,FALSE
"3515",67,106,119,97,FALSE
"3516",63,102,114,90,FALSE
"3517",63,92,105,80,FALSE
"3518",63,102,110,94,FALSE
"3519",63,106,114,90,FALSE
"3520",67,106,114,87,FALSE
"3521",63,102,114,87,FALSE
"3522",63,97,110,87,FALSE
"3523",63,92,110,87,FALSE
"3524",67,92,110,90,FALSE
"3525",63,88,105,83,FALSE
"3526",60,63,74,65,FALSE
"3527",80,89,94,72,FALSE
"3528",80,89,94,76,FALSE
"3529",80,98,98,79,FALSE
"3530",92,111,111,91,FALSE
"3531",88,102,115,87,FALSE
"3532",84,106,115,91,FALSE
"3533",84,102,111,87,FALSE
"3534",92,106,106,87,FALSE
"3535",88,106,115,87,FALSE
"3536",88,106,106,87,FALSE
"3537",92,102,115,87,FALSE
"3538",88,98,106,79,FALSE
"3539",72,81,82,65,FALSE
"3540",64,73,78,65,FALSE
"3541",60,66,78,61,FALSE
"3542",64,66,78,65,FALSE
"3543",64,66,82,65,FALSE
"3544",76,89,102,87,FALSE
"3545",84,106,111,94,FALSE
"3546",60,102,111,91,FALSE
"3547",57,102,115,94,FALSE
"3548",57,94,111,87,FALSE
"3549",53,85,102,87,FALSE
"3550",50,66,82,72,FALSE
"3551",50,66,86,76,FALSE
"3552",53,66,82,76,FALSE
"3553",60,73,86,76,FALSE
"3554",60,77,94,79,FALSE
"3555",60,89,98,83,FALSE
"3556",60,94,106,87,FALSE
"3557",60,81,94,76,FALSE
"3558",57,73,90,76,FALSE
"3559",53,73,90,79,FALSE
"3560",57,77,98,76,FALSE
"3561",57,81,98,83,FALSE
"3562",57,85,98,79,FALSE
"3563",57,85,98,83,FALSE
"3564",53,85,102,79,FALSE
"3565",53,85,98,83,FALSE
"3566",57,89,106,87,FALSE
"3567",60,94,98,83,FALSE
"3568",57,94,111,87,FALSE
"3569",60,106,115,94,FALSE
"3570",64,106,115,94,FALSE
"3571",72,111,120,98,FALSE
"3572",68,89,98,83,FALSE
"3573",53,66,106,91,TRUE
"3574",60,94,111,87,FALSE
"3575",68,98,111,91,FALSE
"3576",64,98,106,87,FALSE
"3577",64,98,111,87,FALSE
"3578",64,85,111,87,FALSE
"3579",68,89,115,94,FALSE
"3580",72,94,111,94,FALSE
"3581",76,89,115,94,FALSE
"3582",64,69,78,68,FALSE
"3583",68,69,82,68,FALSE
"3584",60,66,78,68,FALSE
"3585",60,66,78,68,FALSE
"3586",84,103,113,81,FALSE
"3587",84,99,104,85,FALSE
"3588",88,107,113,88,FALSE
"3589",88,112,122,92,FALSE
"3590",88,107,113,88,FALSE
"3591",88,103,113,85,FALSE
"3592",88,107,113,85,FALSE
"3593",84,103,104,81,FALSE
"3594",88,103,104,81,FALSE
"3595",92,107,108,85,FALSE
"3596",84,95,104,85,FALSE
"3597",80,95,96,74,FALSE
"3598",71,75,83,59,FALSE
"3599",64,68,75,63,FALSE
"3600",76,87,100,81,FALSE
"3601",80,107,118,96,FALSE
"3602",60,95,108,88,FALSE
"3603",50,83,104,85,FALSE
"3604",53,64,79,74,FALSE
"3605",53,61,79,67,FALSE
"3606",56,68,83,74,FALSE
"3607",64,83,100,85,FALSE
"3608",64,95,104,85,FALSE
"3609",60,83,100,78,FALSE
"3610",53,75,87,74,FALSE
"3611",56,79,96,78,FALSE
"3612",56,87,104,85,FALSE
"3613",56,87,100,81,FALSE
"3614",56,87,100,78,FALSE
"3615",56,87,104,81,FALSE
"3616",56,83,104,81,FALSE
"3617",56,91,104,85,FALSE
"3618",60,91,104,85,FALSE
"3619",56,91,104,85,FALSE
"3620",56,91,108,85,FALSE
"3621",60,95,113,92,FALSE
"3622",64,103,118,96,FALSE
"3623",71,112,122,103,FALSE
"3624",68,112,122,92,FALSE
"3625",71,103,113,88,FALSE
"3626",68,99,108,88,FALSE
"3627",46,48,96,103,TRUE
"3628",43,36,104,121,TRUE
"3629",43,34,118,132,TRUE
"3630",43,31,118,132,TRUE
"3631",43,34,118,125,TRUE
"3632",46,48,108,107,TRUE
"3633",53,75,104,92,TRUE
"3634",64,95,108,88,FALSE
"3635",60,99,104,85,FALSE
"3636",64,91,108,88,FALSE
"3637",76,95,122,99,FALSE
"3638",76,99,122,96,FALSE
"3639",60,61,83,74,FALSE
"3640",60,57,79,70,FALSE
"3641",53,54,75,70,FALSE
"3642",56,57,71,67,FALSE
"3643",56,61,71,67,FALSE
"3644",88,103,104,83,FALSE
"3645",88,103,104,87,FALSE
"3646",88,103,109,83,FALSE
"3647",88,107,109,87,FALSE
"3648",88,107,113,87,FALSE
"3649",88,103,109,87,FALSE
"3650",79,95,100,79,FALSE
"3651",84,99,100,79,FALSE
"3652",93,107,109,87,FALSE
"3653",84,99,100,79,FALSE
"3654",79,87,96,71,FALSE
"3655",67,75,81,62,FALSE
"3656",75,83,96,79,FALSE
"3657",84,103,113,92,FALSE
"3658",84,107,118,96,FALSE
"3659",79,111,118,96,FALSE
"3660",67,99,113,92,FALSE
"3661",51,87,100,87,FALSE
"3662",51,83,104,83,FALSE
"3663",48,75,96,75,FALSE
"3664",51,68,85,71,FALSE
"3665",51,68,77,71,FALSE
"3666",51,64,77,71,FALSE
"3667",48,61,74,67,FALSE
"3668",59,72,85,75,FALSE
"3669",59,79,89,79,FALSE
"3670",63,83,96,83,FALSE
"3671",63,87,96,83,FALSE
"3672",63,87,96,83,FALSE
"3673",59,95,109,87,FALSE
"3674",63,99,113,92,FALSE
"3675",67,99,109,87,FALSE
"3676",67,95,104,87,FALSE
"3677",67,95,109,87,FALSE
"3678",59,91,104,87,FALSE
"3679",55,87,104,87,FALSE
"3680",55,91,104,87,FALSE
"3681",63,95,109,87,FALSE
"3682",67,99,109,92,FALSE
"3683",67,107,118,96,FALSE
"3684",67,107,123,96,FALSE
"3685",67,111,123,96,FALSE
"3686",71,111,128,100,FALSE
"3687",71,107,123,96,FALSE
"3688",71,103,118,96,FALSE
"3689",67,103,118,92,FALSE
"3690",63,107,118,92,FALSE
"3691",51,45,113,125,TRUE
"3692",44,29,123,133,TRUE
"3693",44,32,113,125,TRUE
"3694",48,34,113,125,TRUE
"3695",51,58,113,104,TRUE
"3696",63,95,104,83,FALSE
"3697",75,99,118,96,FALSE
"3698",75,99,118,96,FALSE
"3699",75,99,118,96,FALSE
"3700",75,95,113,96,FALSE
"3701",51,54,81,75,FALSE
"3702",51,48,81,79,FALSE
"3703",48,48,67,71,FALSE
"3704",51,54,67,62,FALSE
"3705",90,104,108,85,FALSE
"3706",90,100,100,81,FALSE
"3707",86,100,108,81,FALSE
"3708",86,100,104,81,FALSE
"3709",90,104,112,89,FALSE
"3710",86,104,108,89,FALSE
"3711",86,104,104,85,FALSE
"3712",82,96,96,81,FALSE
"3713",82,96,100,78,FALSE
"3714",82,96,100,78,FALSE
"3715",90,109,112,89,FALSE
"3716",82,100,96,81,FALSE
"3717",78,87,100,81,FALSE
"3718",86,100,108,89,FALSE
"3719",86,100,108,89,FALSE
"3720",78,100,112,92,FALSE
"3721",59,91,100,85,FALSE
"3722",52,79,92,78,FALSE
"3723",49,83,96,81,FALSE
"3724",49,79,96,78,FALSE
"3725",49,71,88,78,FALSE
"3726",49,67,88,70,FALSE
"3727",52,67,84,70,FALSE
"3728",49,67,80,70,FALSE
"3729",52,71,80,74,FALSE
"3730",52,71,84,70,FALSE
"3731",56,75,88,74,FALSE
"3732",59,79,96,81,FALSE
"3733",56,79,88,81,FALSE
"3734",59,83,100,81,FALSE
"3735",59,83,100,81,FALSE
"3736",59,87,104,85,FALSE
"3737",63,100,112,92,FALSE
"3738",70,104,117,92,FALSE
"3739",63,96,112,89,FALSE
"3740",63,96,112,89,FALSE
"3741",66,100,112,89,FALSE
"3742",63,100,112,92,FALSE
"3743",63,100,117,92,FALSE
"3744",63,96,108,89,FALSE
"3745",52,87,108,85,FALSE
"3746",63,87,108,85,FALSE
"3747",63,96,112,89,FALSE
"3748",63,104,108,92,FALSE
"3749",74,113,122,100,FALSE
"3750",70,113,122,96,FALSE
"3751",70,109,122,100,FALSE
"3752",66,113,122,100,FALSE
"3753",46,43,112,122,TRUE
"3754",52,53,108,114,TRUE
"3755",49,40,112,125,TRUE
"3756",46,34,112,133,TRUE
"3757",46,32,112,133,TRUE
"3758",46,46,112,114,TRUE
"3759",56,71,104,89,TRUE
"3760",59,87,100,81,FALSE
"3761",66,91,112,89,FALSE
"3762",70,96,112,92,FALSE
"3763",70,96,117,92,FALSE
"3764",82,91,108,85,FALSE
"3765",63,63,88,78,FALSE
"3766",52,53,76,74,FALSE
"3767",56,53,80,74,FALSE
"3768",49,49,76,74,FALSE
"3769",52,53,73,66,FALSE
"3770",87,99,101,83,FALSE
"3771",87,99,105,83,FALSE
"3772",83,99,101,83,FALSE
"3773",83,95,97,79,FALSE
"3774",83,95,101,83,FALSE
"3775",87,103,110,86,FALSE
"3776",92,103,105,86,FALSE
"3777",87,103,110,86,FALSE
"3778",87,103,114,86,FALSE
"3779",92,112,119,94,FALSE
"3780",96,112,119,98,FALSE
"3781",92,103,110,90,FALSE
"3782",83,95,105,79,FALSE
"3783",83,95,101,79,FALSE
"3784",87,103,105,83,FALSE
"3785",87,103,110,90,FALSE
"3786",79,99,105,86,FALSE
"3787",75,99,110,90,FALSE
"3788",67,99,114,90,FALSE
"3789",56,84,93,83,FALSE
"3790",52,77,93,79,FALSE
"3791",46,73,90,75,FALSE
"3792",49,73,86,79,FALSE
"3793",49,73,93,79,FALSE
"3794",49,73,86,75,FALSE
"3795",52,66,82,72,FALSE
"3796",52,70,82,72,FALSE
"3797",49,70,82,72,FALSE
"3798",59,84,93,83,FALSE
"3799",56,81,93,79,FALSE
"3800",56,81,93,79,FALSE
"3801",56,84,105,86,FALSE
"3802",63,99,114,94,FALSE
"3803",67,99,110,94,FALSE
"3804",63,95,105,90,FALSE
"3805",63,99,110,90,FALSE
"3806",67,99,114,94,FALSE
"3807",63,99,114,94,FALSE
"3808",63,103,114,90,FALSE
"3809",63,103,119,90,FALSE
"3810",59,99,114,90,FALSE
"3811",59,95,110,86,FALSE
"3812",56,84,101,83,FALSE
"3813",56,84,105,86,FALSE
"3814",59,81,105,86,FALSE
"3815",59,88,105,86,FALSE
"3816",67,99,110,94,FALSE
"3817",63,103,119,94,FALSE
"3818",67,108,124,98,FALSE
"3819",71,112,124,101,FALSE
"3820",71,112,130,101,FALSE
"3821",71,112,130,101,FALSE
"3822",67,108,114,98,FALSE
"3823",56,70,110,98,FALSE
"3824",52,54,97,105,TRUE
"3825",46,32,119,135,TRUE
"3826",46,30,119,139,TRUE
"3827",46,34,110,124,TRUE
"3828",49,51,101,101,TRUE
"3829",56,73,97,79,FALSE
"3830",67,84,105,94,FALSE
"3831",79,91,119,98,FALSE
"3832",79,99,110,86,FALSE
"3833",71,77,86,75,FALSE
"3834",59,60,72,72,FALSE
"3835",59,60,75,68,FALSE
"3836",52,54,75,68,FALSE
"3837",52,60,72,64,FALSE
"3838",85,102,105,80,FALSE
"3839",85,97,101,80,FALSE
"3840",82,97,101,76,FALSE
"3841",93,115,124,94,FALSE
"3842",97,115,124,97,FALSE
"3843",93,106,114,94,FALSE
"3844",85,106,105,83,FALSE
"3845",85,102,101,83,FALSE
"3846",89,102,110,87,FALSE
"3847",85,102,114,87,FALSE
"3848",78,92,101,87,FALSE
"3849",74,97,105,94,FALSE
"3850",53,88,101,83,FALSE
"3851",47,71,85,73,FALSE
"3852",50,79,89,76,FALSE
"3853",50,71,82,73,FALSE
"3854",47,67,82,65,FALSE
"3855",50,71,85,73,FALSE
"3856",53,75,89,73,FALSE
"3857",53,84,97,80,FALSE
"3858",53,84,101,87,FALSE
"3859",50,79,93,80,FALSE
"3860",53,79,89,76,FALSE
"3861",57,79,93,80,FALSE
"3862",57,88,101,83,FALSE
"3863",57,88,101,83,FALSE
"3864",60,75,93,83,FALSE
"3865",63,88,105,90,FALSE
"3866",67,97,114,90,FALSE
"3867",70,106,114,94,FALSE
"3868",63,97,114,90,FALSE
"3869",67,102,114,90,FALSE
"3870",63,102,114,90,FALSE
"3871",63,106,114,90,FALSE
"3872",57,88,105,87,FALSE
"3873",60,97,105,87,FALSE
"3874",63,97,114,90,FALSE
"3875",67,106,119,97,FALSE
"3876",47,40,105,122,TRUE
"3877",44,31,114,136,TRUE
"3878",44,31,114,133,TRUE
"3879",44,31,114,133,TRUE
"3880",44,31,110,133,TRUE
"3881",44,29,114,136,TRUE
"3882",44,29,114,133,TRUE
"3883",47,37,114,122,TRUE
"3884",63,84,97,80,FALSE
"3885",74,92,110,94,FALSE
"3886",78,84,93,80,FALSE
"3887",60,71,82,65,FALSE
"3888",63,67,78,69,FALSE
"3889",60,63,74,69,FALSE
"3890",60,63,78,65,FALSE
"3891",88,106,102,83,FALSE
"3892",80,98,98,76,FALSE
"3893",84,106,111,87,FALSE
"3894",88,111,115,91,FALSE
"3895",92,106,111,87,FALSE
"3896",88,102,106,83,FALSE
"3897",88,102,106,83,FALSE
"3898",84,102,106,79,FALSE
"3899",84,94,102,79,FALSE
"3900",84,94,102,79,FALSE
"3901",84,102,111,87,FALSE
"3902",88,106,102,91,FALSE
"3903",84,98,102,87,FALSE
"3904",57,94,111,91,FALSE
"3905",53,85,102,83,FALSE
"3906",50,73,90,76,FALSE
"3907",50,69,86,72,FALSE
"3908",53,69,82,72,FALSE
"3909",50,66,82,72,FALSE
"3910",50,77,98,79,FALSE
"3911",53,77,94,79,FALSE
"3912",50,73,90,76,FALSE
"3913",53,69,82,72,FALSE
"3914",53,73,94,76,FALSE
"3915",53,73,90,76,FALSE
"3916",53,77,94,76,FALSE
"3917",53,77,94,76,FALSE
"3918",57,77,90,76,FALSE
"3919",53,77,94,79,FALSE
"3920",64,81,90,83,FALSE
"3921",68,89,102,87,FALSE
"3922",68,94,115,91,FALSE
"3923",60,89,102,83,FALSE
"3924",60,85,102,83,FALSE
"3925",64,98,115,91,FALSE
"3926",64,98,111,91,FALSE
"3927",53,89,106,87,FALSE
"3928",57,94,111,87,FALSE
"3929",57,94,106,83,FALSE
"3930",64,98,111,91,FALSE
"3931",68,106,111,98,FALSE
"3932",72,111,120,102,FALSE
"3933",68,111,120,98,FALSE
"3934",68,111,125,98,FALSE
"3935",60,89,111,94,FALSE
"3936",47,31,111,131,TRUE
"3937",44,31,115,131,TRUE
"3938",47,31,111,124,TRUE
"3939",47,37,106,124,TRUE
"3940",53,55,98,91,TRUE
"3941",64,85,98,79,FALSE
"3942",64,77,106,98,FALSE
"3943",68,69,111,98,FALSE
"3944",68,73,111,91,FALSE
"3945",72,77,94,76,FALSE
"3946",76,85,98,76,FALSE
"3947",72,81,86,72,FALSE
"3948",68,73,78,65,FALSE
"3949",64,66,74,65,FALSE
"3950",80,99,104,78,FALSE
"3951",80,95,100,78,FALSE
"3952",80,95,100,81,FALSE
"3953",84,103,108,88,FALSE
"3954",88,99,104,88,FALSE
"3955",80,99,104,81,FALSE
"3956",84,103,104,85,FALSE
"3957",84,99,100,81,FALSE
"3958",88,99,104,85,FALSE
"3959",84,99,100,81,FALSE
"3960",84,99,104,85,FALSE
"3961",88,99,113,92,FALSE
"3962",76,95,104,88,FALSE
"3963",53,87,104,85,FALSE
"3964",50,75,96,78,FALSE
"3965",50,71,91,78,FALSE
"3966",50,71,87,74,FALSE
"3967",50,75,91,74,FALSE
"3968",53,75,87,78,FALSE
"3969",53,75,87,78,FALSE
"3970",50,75,96,78,FALSE
"3971",56,68,83,67,FALSE
"3972",53,68,83,70,FALSE
"3973",53,71,87,74,FALSE
"3974",53,75,91,78,FALSE
"3975",53,79,96,70,FALSE
"3976",56,83,96,78,FALSE
"3977",60,87,104,85,FALSE
"3978",60,83,100,85,FALSE
"3979",60,79,96,85,FALSE
"3980",64,91,100,81,FALSE
"3981",68,87,96,81,FALSE
"3982",64,87,104,85,FALSE
"3983",68,91,104,88,FALSE
"3984",60,75,91,78,FALSE
"3985",56,68,83,74,FALSE
"3986",56,91,104,88,FALSE
"3987",56,87,108,85,FALSE
"3988",56,83,100,85,FALSE
"3989",56,83,96,85,FALSE
"3990",60,91,100,85,FALSE
"3991",60,99,108,92,FALSE
"3992",71,107,122,103,FALSE
"3993",71,112,122,99,FALSE
"3994",68,112,122,99,FALSE
"3995",71,112,128,99,FALSE
"3996",64,91,104,92,FALSE
"3997",60,83,108,92,FALSE
"3998",60,64,100,99,TRUE
"3999",53,51,104,114,TRUE
"4000",43,36,118,128,TRUE
"4001",50,48,104,107,TRUE
"4002",56,61,91,85,FALSE
"4003",60,64,91,81,FALSE
"4004",60,75,96,78,FALSE
"4005",64,68,108,92,FALSE
"4006",80,99,104,85,FALSE
"4007",71,79,91,74,FALSE
"4008",88,99,104,83,FALSE
"4009",88,103,104,83,FALSE
"4010",84,95,100,79,FALSE
"4011",79,91,96,79,FALSE
"4012",84,95,100,79,FALSE
"4013",84,99,104,83,FALSE
"4014",88,107,113,87,FALSE
"4015",88,107,109,87,FALSE
"4016",84,99,104,79,FALSE
"4017",84,99,104,79,FALSE
"4018",88,99,109,83,FALSE
"4019",84,103,100,83,FALSE
"4020",84,99,104,83,FALSE
"4021",84,103,104,83,FALSE
"4022",88,103,113,87,FALSE
"4023",88,103,109,92,FALSE
"4024",79,95,100,87,FALSE
"4025",67,95,109,92,FALSE
"4026",63,95,113,87,FALSE
"4027",55,83,100,83,FALSE
"4028",51,75,93,79,FALSE
"4029",51,64,85,75,FALSE
"4030",51,72,85,75,FALSE
"4031",48,72,89,75,FALSE
"4032",51,83,93,75,FALSE
"4033",55,79,96,79,FALSE
"4034",55,72,89,71,FALSE
"4035",55,79,89,79,FALSE
"4036",55,79,96,79,FALSE
"4037",59,83,96,79,FALSE
"4038",71,99,104,87,FALSE
"4039",67,103,109,87,FALSE
"4040",59,75,96,79,FALSE
"4041",59,83,96,79,FALSE
"4042",63,91,100,83,FALSE
"4043",75,91,109,92,FALSE
"4044",75,95,104,87,FALSE
"4045",59,72,85,71,FALSE
"4046",67,103,109,92,FALSE
"4047",59,95,113,92,FALSE
"4048",63,87,100,87,FALSE
"4049",63,95,104,92,FALSE
"4050",71,103,113,96,FALSE
"4051",71,103,113,96,FALSE
"4052",71,111,118,96,FALSE
"4053",59,75,100,83,FALSE
"4054",59,87,104,92,FALSE
"4055",67,87,100,83,FALSE
"4056",63,79,100,87,FALSE
"4057",59,68,96,92,FALSE
"4058",55,61,100,96,TRUE
"4059",55,61,100,87,FALSE
"4060",55,58,96,87,FALSE
"4061",59,61,89,79,FALSE
"4062",59,61,85,75,FALSE
"4063",59,75,89,79,FALSE
"4064",59,64,100,92,FALSE
"4065",59,58,104,100,FALSE
"4066",63,64,104,96,FALSE
"4067",71,79,96,79,FALSE
"4068",79,95,96,79,FALSE
"4069",86,104,108,81,FALSE
"4070",82,91,104,78,FALSE
"4071",86,100,108,85,FALSE
"4072",90,109,112,92,FALSE
"4073",86,100,108,85,FALSE
"4074",82,96,104,81,FALSE
"4075",82,100,104,81,FALSE
"4076",86,104,108,92,FALSE
"4077",82,100,108,89,FALSE
"4078",74,96,104,89,FALSE
"4079",63,96,100,92,FALSE
"4080",56,91,108,89,FALSE
"4081",49,75,92,78,FALSE
"4082",46,75,96,78,FALSE
"4083",46,67,84,74,FALSE
"4084",49,71,92,74,FALSE
"4085",49,71,84,78,FALSE
"4086",49,71,88,74,FALSE
"4087",52,79,96,78,FALSE
"4088",52,79,92,81,FALSE
"4089",52,71,84,74,FALSE
"4090",52,71,84,70,FALSE
"4091",52,71,80,70,FALSE
"4092",52,71,84,70,FALSE
"4093",56,75,92,74,FALSE
"4094",56,79,88,78,FALSE
"4095",59,87,96,81,FALSE
"4096",66,96,108,92,FALSE
"4097",59,91,100,85,FALSE
"4098",56,79,96,81,FALSE
"4099",59,83,96,81,FALSE
"4100",66,83,100,81,FALSE
"4101",66,87,104,89,FALSE
"4102",70,96,104,89,FALSE
"4103",63,79,88,78,FALSE
"4104",56,63,84,70,FALSE
"4105",59,79,96,81,FALSE
"4106",63,91,112,89,FALSE
"4107",63,96,112,89,FALSE
"4108",63,100,122,92,FALSE
"4109",63,96,108,89,FALSE
"4110",66,96,112,89,FALSE
"4111",70,100,112,92,FALSE
"4112",70,104,112,96,FALSE
"4113",70,100,112,96,FALSE
"4114",63,83,104,89,FALSE
"4115",59,79,92,81,FALSE
"4116",63,75,104,85,FALSE
"4117",70,100,112,92,FALSE
"4118",66,79,96,85,FALSE
"4119",63,71,104,92,FALSE
"4120",59,63,104,96,FALSE
"4121",59,60,100,92,FALSE
"4122",56,60,100,89,FALSE
"4123",56,60,88,81,FALSE
"4124",56,60,88,78,FALSE
"4125",56,60,84,78,FALSE
"4126",59,67,88,74,FALSE
"4127",63,71,92,81,FALSE
"4128",59,60,96,92,FALSE
"4129",56,63,104,96,FALSE
"4130",70,75,104,85,FALSE
"4131",74,87,92,78,FALSE
"4132",74,91,100,81,FALSE
"4133",78,96,96,81,FALSE
"4134",79,95,97,75,FALSE
"4135",83,95,97,79,FALSE
"4136",83,95,101,79,FALSE
"4137",83,95,105,83,FALSE
"4138",96,112,110,94,FALSE
"4139",87,103,110,83,FALSE
"4140",83,95,105,83,FALSE
"4141",87,103,105,86,FALSE
"4142",79,99,110,90,FALSE
"4143",71,103,119,94,FALSE
"4144",59,95,110,90,FALSE
"4145",52,84,97,86,FALSE
"4146",52,73,90,79,FALSE
"4147",49,73,97,83,FALSE
"4148",49,77,93,75,FALSE
"4149",46,66,86,72,FALSE
"4150",49,70,86,75,FALSE
"4151",49,70,86,72,FALSE
"4152",52,70,82,75,FALSE
"4153",49,66,86,75,FALSE
"4154",52,70,86,72,FALSE
"4155",56,73,86,75,FALSE
"4156",59,77,90,79,FALSE
"4157",52,84,97,83,FALSE
"4158",59,84,93,79,FALSE
"4159",59,88,105,86,FALSE
"4160",59,73,93,75,FALSE
"4161",67,84,97,83,FALSE
"4162",63,73,93,75,FALSE
"4163",67,103,114,94,FALSE
"4164",67,103,114,94,FALSE
"4165",67,103,114,94,FALSE
"4166",75,108,114,94,FALSE
"4167",75,108,119,98,FALSE
